PKEY;ESTADO;NIVELCONTROL;SUCURSAL;SERIE;CODOPERACION;FECHA;AGENTE;REFERENCIA;ENTIDAD;ENTIDAD_NOMBRE;FORMAPAGO;FORMAPAGO_DES;PERIODICIDAD;PERIODICIDAD_DES;TOTALBRUTO;TOTALDTO;TOTALBASE;TOTALIVA;TOTALNETO;CIF_DNI;DOCENTIDAD;FECHADOCENTIDAD;TRANSPORTISTA;TRANSPORTE_FECHA_ENTREGA_ESTIMADA;TRANSPORTE_FECHA_ENTREGA_EFECTIVA;DEPARTAMENTO;DEPARTAMENTO_DESCRIPCION;TOTALTRANSPORTE;ETIQUETA
3172;6;5;1;A;20220032;21/10/2022 11:18:00;54;;25257;jaimito;4;TRANSFERENCIA LA CAIXA;0;FORMA DEFECTO;21,48;0;21,48;4,51;25,56;78945612K;21102022;21/10/2022 0:00:00;0;;;0;;0;
3174;0;6;1;A;366;14/10/2022 16:36:00;115;;200458;AMAZON EU SARL;3;DOMICILIACION LA CAIXA;1;A LA VISTA;213,2;0;213,2;0;213,2;;;14/10/2022 0:00:00;0;;;0;;0;
3179;3;4;1;A;75;21/11/2022 15:22:00;25229;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;9,75;7,8;1,95;0,2;2,15;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
3190;0;4;1;GS;1;23/11/2022 9:16:00;54;;25246;acreedor;3;DOMICILIACION LA CAIXA;1;A LA VISTA;100;0;100;21;121;;;01/01/1899 0:00:00;0;;;0;;0;
3191;0;6;1;GS;7;23/11/2022 9:18:00;54;;25246;acreedor;3;DOMICILIACION LA CAIXA;1;A LA VISTA;99;0;99;20,79;119,79;;12;01/01/1899 0:00:00;0;;;0;;0;
3192;3;4;1;A;76;23/11/2022 12:29:37;54;;25255;SALDAÑA;3;DOMICILIACION LA CAIXA;6;120 DIAS;620;18,6;601,4;60,14;661,54;A20597464;;01/01/1899 0:00:00;0;;;0;;0;
3193;2;2;1;A;54;23/11/2022 12:29:00;54;;25255;SALDAÑA;3;DOMICILIACION LA CAIXA;6;120 DIAS;500;15;485;48,5;533,5;A20597464;;01/01/1899 0:00:00;0;;;0;;0;
3195;3;4;1;A;77;23/11/2022 12:34:06;54;;25255;SALDAÑA;3;DOMICILIACION LA CAIXA;6;120 DIAS;500;15;485;48,5;533,5;A20597464;;01/01/1899 0:00:00;0;;;0;;0;
3200;0;5;1;A;20220033;24/11/2022 14:40:00;25229;;25252;Javier Play;3;DOMICILIACION LA CAIXA;1;A LA VISTA;190;0;190;0;190;47000000Y;;01/01/1899 0:00:00;0;;;0;;0;
3206;3;4;1;A;78;20/11/2022 16:21:00;25229;;25252;Javier Play;3;DOMICILIACION LA CAIXA;1;A LA VISTA;15;0;15;3,15;18,15;47000000Y;;20/11/2022 0:00:00;0;;;0;;0;
3208;0;5;1;A;20220034;25/11/2022 16:23:00;25229;;25252;Javier Play;3;DOMICILIACION LA CAIXA;1;A LA VISTA;15;0;15;3,15;18,15;47000000Y;;20/11/2022 0:00:00;0;;;0;;0;
3209;0;6;1;A;367;28/11/2022 13:58:00;115;;200458;AMAZON EU SARL;3;DOMICILIACION LA CAIXA;1;A LA VISTA;320;0;320;12,8;300,8;;;01/01/1899 0:00:00;0;;;0;;0;
3210;2;2;1;A;55;28/11/2022 13:59:00;25240;PRUEBA;25265;MICA;1;CONTADO;2;30 DIAS;1754;175,4;1578,6;196,87;1775,47;12412121X;PRUEBA;28/11/2022 0:00:00;0;;;0;;0;
3211;3;4;1;A;79;28/11/2022 14:28:03;25240;PRUEBA;25265;MICA;1;CONTADO;2;30 DIAS;1754;175,4;1578,6;196,87;1775,47;12412121X;PRUEBA;28/11/2022 0:00:00;0;;;0;;0;
3212;0;4;1;A;80;28/11/2022 14:02:56;25229;PRUEBA 2;25252;Javier Play;3;DOMICILIACION LA CAIXA;1;A LA VISTA;400;0;400;16;416;47000000Y;PRUEBA 2;01/01/1899 0:00:00;0;;;0;;0;
3213;0;4;1;A;81;28/11/2022 14:03:12;25229;PRUEBA 2;25252;Javier Play;3;DOMICILIACION LA CAIXA;1;A LA VISTA;1000;0;1000;210;1210;47000000Y;PRUEBA 2;01/01/1899 0:00:00;0;;;0;;0;
3214;0;4;1;A;82;28/11/2022 14:04:17;52;;25252;Javier Play;1;CONTADO;1;A LA VISTA;580;0;580;121,8;701,8;47000000Y;;01/01/1899 0:00:00;0;;;0;;0;
3215;6;6;1;A;368;28/11/2022 14:14:00;115;;200458;AMAZON EU SARL;3;DOMICILIACION LA CAIXA;7;30, 60 Y 90 DIAS;320;0;320;12,8;332,8;;;01/01/1899 0:00:00;0;;;0;;0;
3216;2;2;1;A;56;28/11/2022 14:14:00;109;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;626,13;0;626,13;131,49;757,62;B66555885;PRBA;01/01/1899 0:00:00;0;;;0;;0;
3217;3;4;1;A;83;28/11/2022 14:15:51;109;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;350;0;350;73,5;423,5;B66555885;PRBA;01/01/1899 0:00:00;0;;;0;;0;
3218;3;4;1;A;84;28/11/2022 14:16:16;109;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;276,13;0;276,13;57,99;334,12;B66555885;PRBA;01/01/1899 0:00:00;0;;;0;;0;
3219;3;4;1;A;85;28/11/2022 14:17:27;52;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;48;0;48;1,92;49,92;B66555885;HOLA;01/01/1899 0:00:00;0;;;0;;0;
3220;3;4;1;A;86;28/11/2022 14:17:41;52;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;6,61;0;6,61;1,39;8;B66555885;HOLA;01/01/1899 0:00:00;0;;;0;;0;
3221;2;2;1;a;57;28/11/2022 14:27:00;50;;101;Ferretería Real;1;CONTADO;2;30 DIAS;387,83;0;387,83;81,44;469,27;B33555214;;01/01/1899 0:00:00;0;;;0;;0;
3222;0;4;1;a;87;28/11/2022 14:28:51;50;;101;Ferretería Real;1;CONTADO;2;30 DIAS;368;0;368;77,28;445,28;B33555214;;01/01/1899 0:00:00;0;;;0;;0;
3223;2;2;1;a;58;28/11/2022 14:30:00;50;HOLA;101;Ferretería Real;1;CONTADO;2;30 DIAS;5470;0;5470;257,9;5727,9;B33555214;hola ;01/01/1899 0:00:00;0;;;0;;0;
3224;0;4;1;a;88;28/11/2022 14:32:19;50;HOLA;101;Ferretería Real;1;CONTADO;2;30 DIAS;5470;0;5470;257,9;5727,9;B33555214;hola ;01/01/1899 0:00:00;0;;;0;;0;
3225;0;4;1;a;89;28/11/2022 14:32:55;50;;101;Ferretería Real;1;CONTADO;2;30 DIAS;19,83;0;19,83;4,16;23,99;B33555214;;01/01/1899 0:00:00;0;;;0;;0;
3226;2;2;1;a;59;28/11/2022 14:33:00;50;;101;Ferretería Real;1;CONTADO;2;30 DIAS;147,92;0;147,92;31,06;178,98;B33555214;PRUEBA 3;01/01/1899 0:00:00;0;;;0;;0;
3227;0;4;1;a;90;28/11/2022 14:35:32;50;;101;Ferretería Real;1;CONTADO;2;30 DIAS;147,92;0;147,92;31,06;178,98;B33555214;PRUEBA 3;01/01/1899 0:00:00;0;;;0;;0;
3232;6;5;1;A;20220035;29/11/2022 15:14:00;54;;25255;SALDAÑA;3;DOMICILIACION LA CAIXA;6;120 DIAS;96;2,88;93,12;19,56;112,68;A20597464;;01/01/1899 0:00:00;0;;;0;;0;
3234;6;5;1;A;20220036;29/11/2022 16:43:00;25229;prueba tras actualizar;25252;Javier Play;3;DOMICILIACION LA CAIXA;6;120 DIAS;16;0,48;15,52;0,62;16,14;47000000Y;151515;01/01/1899 0:00:00;0;;;0;;0;
3235;6;5;1;A;20220037;29/11/2022 16:49:00;25239;prueba tras actualizar;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;10;0;10;2,1;12,1;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
3236;6;5;1;A;20220038;29/11/2022 16:50:00;25239;prueba tras actualizar;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;10;0;10;2,1;12,1;B66555885;551122;01/01/1899 0:00:00;0;;;0;;0;
3237;6;5;1;A;20220039;29/11/2022 16:54:00;25239;prueba tras actualizar con descuento;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;100;10;90;18,9;108,9;B66555885;001100;01/01/1899 0:00:00;0;;;0;;0;
3243;6;6;1;A;369;01/12/2022 11:21:00;25239;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;80;0;80;3,2;83,2;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
3244;0;6;1;GS;8;02/12/2022 12:17:00;25240;NOMINA ENERO 2022;25253;REMUNERACIONES DE TRABAJADORES (NOMINA);4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;6800;0;6800;0;6800;;02/02/2022;01/10/2022 0:00:00;0;;;0;;0;
3245;0;6;1;A;370;02/12/2022 12:47:00;25229;;25252;Javier Play;3;DOMICILIACION LA CAIXA;1;A LA VISTA;230;0;230;48,3;278,3;47000000Y;;01/01/1899 0:00:00;0;;;0;;0;
3246;0;6;1;A;371;02/12/2022 13:02:00;25229;;25252;Javier Play;3;DOMICILIACION LA CAIXA;1;A LA VISTA;230;0;230;48,3;278,3;47000000Y;;01/01/1899 0:00:00;0;;;0;;0;
3247;0;6;1;A;372;02/12/2022 13:03:00;25229;;25252;Javier Play;3;DOMICILIACION LA CAIXA;1;A LA VISTA;40;0;40;1,6;41,6;47000000Y;;01/01/1899 0:00:00;0;;;0;;0;
3248;0;6;1;A;373;02/12/2022 13:05:00;25229;;25252;Javier Play;3;DOMICILIACION LA CAIXA;1;A LA VISTA;40;0;40;1,6;41,6;47000000Y;;01/01/1899 0:00:00;0;;;0;;0;
3249;0;6;1;A;374;02/12/2022 13:07:00;25229;;25252;Javier Play;3;DOMICILIACION LA CAIXA;1;A LA VISTA;8;0;8;0,32;8,32;47000000Y;;01/01/1899 0:00:00;0;;;0;;0;
3250;6;6;1;A;375;02/12/2022 13:11:00;25229;;25252;Javier Play;3;DOMICILIACION LA CAIXA;1;A LA VISTA;8;0;8;0,32;8,32;47000000Y;;01/01/1899 0:00:00;0;;;0;;0;
3251;6;6;1;A;376;02/12/2022 13:12:00;115;;200458;AMAZON EU SARL;3;DOMICILIACION LA CAIXA;1;A LA VISTA;8;0;8;0,32;8,32;;;01/01/1899 0:00:00;0;;;0;;0;
3253;3;4;1;A;91;02/11/2022 15:51:00;54;;25245;prueba intra;3;DOMICILIACION LA CAIXA;1;A LA VISTA;45;0;45;0;45;;;01/01/1899 0:00:00;0;;;0;;0;
3255;6;5;1;A;20220040;02/12/2022 16:10:00;54;;25245;prueba intra;3;DOMICILIACION LA CAIXA;1;A LA VISTA;45;0;45;0;45;;;01/01/1899 0:00:00;0;;;0;;0;
3256;0;6;1;A;377;05/12/2022 10:39:00;115;;200458;AMAZON EU SARL;3;DOMICILIACION LA CAIXA;1;A LA VISTA;8;0;8;0,32;8,32;;;01/01/1899 0:00:00;0;;;0;;0;
3258;0;4;1;a;92;05/12/2022 13:29:00;50;;101;Ferretería Real;1;CONTADO;2;30 DIAS;3,8;0;3,8;0,38;4,18;B33555214;;01/01/1899 0:00:00;0;;;0;;0;
3260;5;2;1;A;60;07/12/2022 13:18:00;25240;;200460;ENTIDAD FRANCIA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;0;0;0;0;0;78523695Q;;01/01/1899 0:00:00;0;;;0;;0;
3269;0;6;1;A;378;13/12/2022 22:28:00;115;;200458;AMAZON EU SARL;3;DOMICILIACION LA CAIXA;0;FORMA DEFECTO;822,47;0;822,47;172,72;995,19;;;13/12/2022 0:00:00;0;;;0;;0;
3271;0;6;1;A;379;13/12/2022 22:41:00;115;;200458;AMAZON EU SARL;3;DOMICILIACION LA CAIXA;0;FORMA DEFECTO;417,51;0;417,51;87,68;505,19;;11114444;13/12/2022 0:00:00;0;;;0;;0;
3276;0;2;1;A;61;20/12/2022 14:34:00;54;;25255;SALDAÑA;3;DOMICILIACION LA CAIXA;6;120 DIAS;180;5,4;174,6;36,67;211,27;A20597464;;01/01/1899 0:00:00;0;;;0;;0;
3279;0;5;1;A;20220041;21/12/2022 15:16:00;25265;;25241;MANUEL GONZALEZ;3;DOMICILIACION LA CAIXA;2;30 DIAS;108;0;108;1,68;109,68;B12345678;;01/01/1899 0:00:00;0;;;0;;0;
3337;6;6;1;GS;9;29/12/2022 9:12:00;59;;2;CENTRO DE DIA SERVIPRUEBA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;100;0;100;0;100;;2525254;01/01/1899 0:00:00;0;;;0;;0;
3338;6;6;1;GS;10;29/12/2022 9:13:00;59;;2;CENTRO DE DIA SERVIPRUEBA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;100;0;100;0;100;;2525255;01/01/1899 0:00:00;0;;;0;;0;
3339;0;6;1;GS;11;29/12/2022 9:14:00;59;asiento manual;2;CENTRO DE DIA SERVIPRUEBA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;100;0;100;0;100;;2525256;01/01/1899 0:00:00;0;;;0;;0;
3352;0;9;1;P;1;04/01/2023 14:45:00;25229;;25252;Javier Play;3;DOMICILIACION LA CAIXA;1;A LA VISTA;0;0;0;0;0;47000000Y;202300078;01/01/1899 0:00:00;0;;;0;;0;
3353;0;5;1;A;20230001;04/01/2023 14:49:00;54;;25255;SALDAÑA;3;DOMICILIACION LA CAIXA;6;120 DIAS;0;0;0;0;0;A20597464;2301;01/01/1899 0:00:00;0;;;0;;0;
3354;0;2;1;A;62;04/01/2023 14:54:00;54;;25255;SALDAÑA;3;DOMICILIACION LA CAIXA;6;120 DIAS;180;5,4;174,6;36,67;211,27;A20597464;;01/01/1899 0:00:00;0;;;0;;0;
3356;0;2;1;A;63;04/01/2023 17:34:00;54;;25252;Javier Play;3;DOMICILIACION LA CAIXA;1;A LA VISTA;50;0;50;10,5;60,5;47000000Y;;01/01/1899 0:00:00;0;;;0;;0;
3365;0;2;1;A;20230001;09/01/2023 13:12:00;25240;;25265;MICA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;18;1,8;16,2;1,62;17,82;12412121X;;01/01/1899 0:00:00;0;;;0;;0;
3373;0;2;1;a;20230002;10/01/2023 17:25:00;50;;101;Ferretería Real;1;CONTADO;2;30 DIAS;0;0;0;0;0;B33555214;;01/01/1899 0:00:00;0;;;0;;0;
3376;0;5;1;A;20230002;12/01/2023 0:00:00;109;;25257;jaimito;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;2046;0;2046;380,36;2385,44;78945612K;;01/01/1899 0:00:00;0;;;0;;0;
3426;0;6;1;A;380;13/01/2023 12:56:00;58;cliente 2;200456;HACIENDA PUBLICA RETENCION DE TRABAJADORES;5;DOMICILIACION SANTANDER;5;90 DIAS;100;0;100;21;121;;2323;01/01/1899 0:00:00;0;;;0;;0;
3435;0;2;1;A;20230003;17/01/2023 15:34:00;59;;25255;SALDAÑA;3;DOMICILIACION LA CAIXA;6;120 DIAS;106;0;106;0;106;A20597464;;01/01/1899 0:00:00;0;;;0;;0;
3436;0;2;1;A;20230004;17/01/2023 15:40:00;59;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;10;0;10;2,1;12,1;B66555885;;12/01/2023 16:37:00;0;;;0;;0;
3440;0;2;1;A;20230005;17/01/2023 16:25:00;0;ECOSOFT;25257;jaimito;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;16;0;16;1,6;17,28;78945612K;;01/01/1899 0:00:00;0;;;0;;0;
3441;0;2;1;A;20230006;17/01/2023 16:25:00;0;ECOSOFT;25265;MICA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;54,3;0;54,3;5,43;59,73;12412121X;;01/01/1899 0:00:00;0;;;0;;0;
3445;0;2;1;A;20230007;23/01/2023 9:41:00;54;;25257;jaimito;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;50;0;50;2;52;78945612K;;01/01/1899 0:00:00;0;;;0;;0;
3469;0;2;1;A;20230008;31/01/2023 11:43:00;66;;25252;Javier Play;3;DOMICILIACION LA CAIXA;1;A LA VISTA;160;0;160;6,4;166,4;47000000Y;;01/01/1899 0:00:00;0;;;0;;0;
3470;0;2;1;A;20230009;31/01/2023 11:44:00;25240;;25265;MICA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;1,81;0;1,81;0,18;1,99;12412121X;;01/01/1899 0:00:00;0;;;0;;0;
3472;0;2;1;A;20230010;31/01/2023 14:10:00;1;;25252;Javier Play;3;DOMICILIACION LA CAIXA;1;A LA VISTA;8;0;8;0,32;8,32;47000000Y;;01/01/1899 0:00:00;0;;;0;;0;
3474;0;2;1;A;20230011;31/01/2023 14:12:00;59;;25252;Javier Play;3;DOMICILIACION LA CAIXA;1;A LA VISTA;80;0;80;0;80;47000000Y;;01/01/1899 0:00:00;0;;;0;;0;
3476;0;2;1;A;20230012;31/01/2023 14:15:00;59;;25255;SALDAÑA;3;DOMICILIACION LA CAIXA;6;120 DIAS;192;0;192;40,32;232,32;A20597464;;01/01/1899 0:00:00;0;;;0;;0;
3478;0;2;1;A;20230013;31/01/2023 14:20:00;59;;25255;SALDAÑA;3;DOMICILIACION LA CAIXA;6;120 DIAS;192;0;192;40,32;232,32;A20597464;;01/01/1899 0:00:00;0;;;0;;0;
3529;0;2;1;A;20230014;02/02/2023 13:21:00;54;;25257;jaimito;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;0;0;0;0;0;78945612K;005;01/01/1899 0:00:00;0;;;0;;0;
3530;0;5;1;A;20230003;02/02/2023 14:58:00;25265;;25241;MANUEL GONZALEZ;3;DOMICILIACION LA CAIXA;2;30 DIAS;96;0;96;20,16;116,16;B12345678;;01/01/1899 0:00:00;0;;;0;;0;
3532;6;5;1;A;20230004;06/02/2023 11:43:00;54;Prueba fechas;25257;jaimito;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;10;0;10;2,1;11,9;78945612K;37;08/01/2023 0:00:00;0;;;0;;0;
3536;0;2;1;A;20230015;06/02/2023 15:37:00;59;;25255;SALDAÑA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;50;0;50;5;55;A20597464;;01/01/1899 0:00:00;0;;;0;;0;
3537;2;3;1;A;1;06/02/2023 15:38:00;59;;200460;ENTIDAD FRANCIA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;50;0;50;5;55;78523695Q;;01/01/1899 0:00:00;0;;;0;;0;
3539;0;2;1;A;20230016;07/02/2023 15:29:34;59;PEDIDO: 3534;25252;Javier Play;3;DOMICILIACION LA CAIXA;1;A LA VISTA;50;0;50;5;55;47000000Y;;01/01/1899 0:00:00;0;;;0;;0;
3545;2;2;1;A;20230017;09/02/2023 11:51:00;0;PEDIDO GENERADO DESDE REPOSICIONES;0;ENTIDAD DEFECTO;1;CONTADO;1;A LA VISTA;0;0;0;0;0;00000000;;01/01/1899 0:00:00;0;;;0;;0;
3546;0;2;1;A;20230018;13/02/2023 11:09:00;54;;25255;SALDAÑA;3;DOMICILIACION LA CAIXA;6;120 DIAS;250;7,5;242,5;24,25;266,75;A20597464;;01/01/1899 0:00:00;0;;;0;;0;
3559;3;4;1;A;94;16/02/2023 16:05:00;25229;;1;ServiPrueba;3;DOMICILIACION LA CAIXA;1;A LA VISTA;620;0;620;60,7;680,7;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
3561;0;5;1;A;20230005;17/02/2023 9:15:00;54;;25255;SALDAÑA;3;DOMICILIACION LA CAIXA;6;120 DIAS;16,53;0,5;16,03;3,37;16,92;A20597464;;01/01/1899 0:00:00;0;;;0;;0;
3562;6;5;1;A;20230006;17/02/2023 9:17:00;50;compra;25211;GerMater;3;DOMICILIACION LA CAIXA;2;30 DIAS;35;0;35;7,35;37,1;B33666547;;28/01/2023 0:00:00;0;;;0;;0;
3564;0;2;1;A;20230019;20/02/2023 11:22:00;54;;25257;jaimito;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;63,6;0;63,6;6,36;68,69;78945612K;;01/01/1899 0:00:00;0;;;0;;0;
3578;6;5;1;A;20230007;25/02/2023 14:00:00;54;;25255;SALDAÑA;3;DOMICILIACION LA CAIXA;6;120 DIAS;10;0;10;2,1;12,1;A20597464;;01/01/2023 0:00:00;0;;;0;;0;
3579;0;2;1;A;20230020;28/02/2023 11:54:00;54;;25257;jaimito;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;10;0;10;1;10,8;78945612K;;01/01/1899 0:00:00;0;;;0;;0;
3580;0;2;1;A;20230021;28/02/2023 11:56:00;54;;25257;jaimito;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;10;0;10;1;10,8;78945612K;;01/01/1899 0:00:00;0;;;0;;0;
3582;2;2;1;A;20230022;28/02/2023 16:47:00;54;;25255;SALDAÑA;3;DOMICILIACION LA CAIXA;6;120 DIAS;34,96;1,05;33,91;3,39;37,3;A20597464;;01/01/1899 0:00:00;0;;;0;;0;
3583;0;2;1;A;20230023;28/02/2023 16:50:00;54;;25255;SALDAÑA;3;DOMICILIACION LA CAIXA;6;120 DIAS;38;1,14;36,86;3,69;40,55;A20597464;;01/01/1899 0:00:00;0;;;0;;0;
3586;6;5;1;A;20230008;01/03/2023 0:00:00;59;;1;ServiPrueba;6;DOMICILIACION;5;90 DIAS;9,75;7,8;1,95;0,2;2,15;B66555885;;01/01/1899 0:00:00;0;;;0;;0;
3587;0;5;1;A;20230009;01/03/2023 0:00:00;59;;1;ServiPrueba;6;DOMICILIACION;5;90 DIAS;1300,75;0;1300,75;195,5;1496,25;B66555885;PRBA;01/01/1899 0:00:00;0;;;0;;0;
3589;0;1;1;A;7;01/03/2023 11:36:00;54;;25257;jaimito;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;0;0;0;0;0;78945612K;;01/01/1899 0:00:00;0;;;0;;0;
3597;0;6;1;GS;12;03/03/2023 9:13:00;25240;;200456;HACIENDA PUBLICA RETENCION DE TRABAJADORES;5;DOMICILIACION SANTANDER;5;90 DIAS;1000;0;1000;0;1000;;;01/01/1899 0:00:00;0;;;0;;0;
3598;0;6;1;GS;13;03/03/2023 9:19:00;25240;;200456;HACIENDA PUBLICA RETENCION DE TRABAJADORES;5;DOMICILIACION SANTANDER;5;90 DIAS;1000;0;1000;0;1000;;;01/01/1899 0:00:00;0;;;0;;0;
3599;0;6;1;GS;14;03/03/2023 10:14:00;54;;25243;HACIENDA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;100;0;100;0;100;;;01/01/1899 0:00:00;0;;;0;;0;
3600;0;6;1;GS;15;03/03/2023 10:15:00;54;;25243;HACIENDA;3;DOMICILIACION LA CAIXA;1;A LA VISTA;100;0;100;0;100;;;01/01/1899 0:00:00;0;;;0;;0;
3601;0;6;1;GS;16;03/03/2023 10:49:00;50;nomina;25228;Anton;3;DOMICILIACION LA CAIXA;1;A LA VISTA;1500;0;1500;0;1500;99888777F;;01/01/1899 0:00:00;0;;;0;;0;
3602;0;6;1;a;381;03/03/2023 10:58:00;50;;101;Ferretería Real;1;CONTADO;0;FORMA DEFECTO;16;0;16;0,64;16,64;B33555214;852;01/01/1899 0:00:00;0;;;0;;0;
3609;0;2;1;a;20230024;06/03/2023 11:04:00;50;ANÁLISIS DE NECESIDADES DE COMPRA;101;Ferretería Real;1;CONTADO;2;30 DIAS;4725;0;4725;991,7;5962,21;B33555214;;01/01/1899 0:00:00;0;;;0;;0;
3625;8;1;1;a;8;07/03/2023 17:31:00;50;;101;Ferretería Real;1;CONTADO;2;30 DIAS;160;0;160;6,4;166,4;B33555214;;01/01/1899 0:00:00;0;;;0;;0;
3626;2;2;1;a;20230025;07/03/2023 17:33:00;50;;101;Ferretería Real;1;CONTADO;2;30 DIAS;160;0;160;6,4;166,4;B33555214;;01/01/1899 0:00:00;0;;;0;;0;
3627;0;4;1;a;95;07/03/2023 17:33:00;50;;101;Ferretería Real;1;CONTADO;2;30 DIAS;160;0;160;6,4;166,4;B33555214;;01/01/1899 0:00:00;0;;;0;;0;
3628;0;5;1;A;20230010;07/03/2023 0:00:00;109;;25255;SALDAÑA;3;DOMICILIACION LA CAIXA;6;120 DIAS;1120;33,6;1086,4;108,64;1195,04;A20597464;;01/01/1899 0:00:00;0;;;0;;0;
3632;0;4;1;A;96;08/03/2023 14:41:00;54;PRUEBA;25257;jaimito;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;0;0;0;0;0;78945612K;;01/01/1899 0:00:00;0;;;0;;0;
3634;0;2;1;A;20230026;08/03/2023 15:18:00;25229;;25252;Javier Play;3;DOMICILIACION LA CAIXA;1;A LA VISTA;59,5;0;59,5;12,5;72;47000000Y;;01/01/1899 0:00:00;0;;;0;;0;
3636;2;2;1;A;20230027;09/03/2023 17:32:00;54;;25255;SALDAÑA;3;DOMICILIACION LA CAIXA;6;120 DIAS;9,7;0,29;9,41;0,94;10,35;A20597464;;01/01/1899 0:00:00;0;;;0;;0;
3637;3;4;1;A;97;09/03/2023 17:34:00;54;;25255;SALDAÑA;3;DOMICILIACION LA CAIXA;6;120 DIAS;9,7;0,29;9,41;0,94;10,35;A20597464;;01/01/1899 0:00:00;0;;;0;;0;
3638;3;4;1;A;98;09/03/2023 17:35:00;54;;25255;SALDAÑA;3;DOMICILIACION LA CAIXA;6;120 DIAS;9,7;0,29;9,41;0,94;10,35;A20597464;;01/01/1899 0:00:00;0;;;0;;0;
3639;3;4;1;A;99;09/03/2023 17:35:00;54;;25257;jaimito;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;4,9;0;4,9;0,49;5,29;78945612K;;01/01/1899 0:00:00;0;;;0;;0;
3700;3;4;1;A;100;17/03/2023 11:40:00;54;;25255;SALDAÑA;3;DOMICILIACION LA CAIXA;6;120 DIAS;20;0,6;19,4;1,94;18,34;A20597464;;01/01/1899 0:00:00;0;;;0;;0;
3701;0;5;1;A;20230011;17/03/2023 11:41:00;54;;25255;SALDAÑA;3;DOMICILIACION LA CAIXA;6;120 DIAS;20;0,6;19,4;1,94;18,34;A20597464;;01/01/1899 0:00:00;0;;;0;;0;
3722;0;2;1;A;20230028;22/03/2023 11:28:00;25240;;25261;Cristian Sánchez;1;CONTADO;2;30 DIAS;22;2,2;19,8;0;19,8;87654321X;;01/01/1899 0:00:00;0;;;0;;0;
3724;5;2;1;A;20230029;22/03/2023 11:33:00;25265;kit escandallo;25241;MANUEL GONZALEZ;3;DOMICILIACION LA CAIXA;2;30 DIAS;1868;0;1868;186,8;2054,8;B12345678;;01/01/1899 0:00:00;0;;;0;;0;
3725;3;4;1;A;101;22/03/2023 11:38:00;25265;kit escandallo;25241;MANUEL GONZALEZ;3;DOMICILIACION LA CAIXA;2;30 DIAS;1784;0;1784;178,4;1962,4;B12345678;;01/01/1899 0:00:00;0;;;0;;0;
3728;0;2;1;A;20230030;22/03/2023 17:21:00;54;;25257;jaimito;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;0;0;0;0;0;78945612K;;01/01/1899 0:00:00;0;;;0;;0;
3730;0;2;1;A;20230031;24/03/2023 9:10:00;54;;25257;jaimito;4;TRANSFERENCIA LA CAIXA;1;A LA VISTA;88,4;0;88,4;4,04;90,67;78945612K;;01/01/1899 0:00:00;0;;;0;;0;
3756;0;5;1;A;20230012;31/03/2023 12:37:00;25265;kit escandallo;25241;MANUEL GONZALEZ;3;DOMICILIACION LA CAIXA;2;30 DIAS;1784;0;1784;178,4;1962,4;B12345678;;01/01/1899 0:00:00;0;;;0;;0;
